[bonsai2-run +0.002s] staging Ternary-Bonsai-2-27B-PQ2_0.gguf Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf -> /dev/shm/models (8 streams/file)
[bonsai2-run +3.036s] staged 7.8G
[bonsai2-run +3.037s] exec llama-server -m /dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf -ngl 999 -fa on -c 8192 -np 1 --host 0.0.0.0 --port 8080 --no-warmup --metrics --jinja -md /dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf --spec-type draft-dflash --spec-draft-n-max 3 -ngld 999
0.00.126.521 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.126.866 W srv  llama_server: -----------------
0.00.126.871 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.126.871 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.126.871 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.126.871 W srv  llama_server: -----------------
0.00.128.150 I srv    load_model: loading model '/dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.01.058.077 E llama_init_from_model: failed to initialize the context: dflash requires ctx_other to be set (this warning is normal during memory fitting)
0.01.103.951 W operator(): failed to measure the memory of the extra model, fitting without it: failed to create llama_context from model
0.02.810.587 I cmn          init: llama threadpool init, n_threads = 24
0.02.810.624 I common_speculative_init_result: loading draft model '/dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf'
0.03.546.839 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.03.546.855 I common_speculative_impl_draft_dflash: adding speculative implementation 'draft-dflash'
0.03.546.857 I common_speculative_impl_draft_dflash: - n_max=3, n_min=0, p_min=0.00
0.03.546.858 I common_speculative_impl_draft_dflash: - block_size=8, mask_token_id=248070, n_extract=5, sample_from_anchor=true, lineage=dflash
0.03.599.603 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.599.618 I srv  llama_server: model loaded
0.03.599.621 I srv  llama_server: listening on http://0.0.0.0:8080
0.03.599.621 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.03.599.621 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.04.145.883 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.44.707.421 I slot print_timing: id  0 | task 1434 |        eval time =    3261.57 ms /   212 tokens (   15.46 ms per token,    64.69 tokens per second)
1.44.707.422 I slot print_timing: id  0 | task 1434 |       total time =    3675.08 ms /   422 tokens
1.44.707.422 I slot print_timing: id  0 | task 1434 |    graphs reused =       1369
1.44.707.425 I slot print_timing: id  0 | task 1434 | draft acceptance = 0.97531 (  158 accepted /   162 generated), mean len =  3.93
1.44.707.463 I slot      release: id  0 | task 1434 | stop processing: n_tokens = 422, truncated = 0
1.44.710.377 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.226 (> 0.100 thold), f_keep = 0.078
1.44.710.459 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 333.958 MiB)
1.44.895.900 I slot launch_slot_: id  0 | task 1491 | processing task, is_child = 0
1.48.267.409 I slot print_timing: id  0 | task 1491 | n_gen =    201, tg =  66.01 t/s, tg_3s =  66.34 t/s
1.49.166.099 I slot print_timing: id  0 | task 1491 | prompt eval time =     341.80 ms /   146 tokens (    2.34 ms per token,   427.15 tokens per second)
1.49.166.106 I slot print_timing: id  0 | task 1491 |        eval time =    3928.36 ms /   256 tokens (   15.41 ms per token,    64.91 tokens per second)
1.49.166.107 I slot print_timing: id  0 | task 1491 |       total time =    4270.16 ms /   402 tokens
1.49.166.108 I slot print_timing: id  0 | task 1491 |    graphs reused =       1432
1.49.166.111 I slot print_timing: id  0 | task 1491 | draft acceptance = 0.97949 (  191 accepted /   195 generated), mean len =  3.94
1.49.166.143 I slot      release: id  0 | task 1491 | stop processing: n_tokens = 402, truncated = 0
1.49.169.327 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.119 (> 0.100 thold), f_keep = 0.082
1.49.169.408 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 352.866 MiB)
1.49.356.669 I slot launch_slot_: id  0 | task 1559 | processing task, is_child = 0
1.52.881.296 I slot print_timing: id  0 | task 1559 | n_gen =    201, tg =  66.05 t/s, tg_3s =  66.38 t/s
1.53.796.286 I slot print_timing: id  0 | task 1559 | prompt eval time =     496.79 ms /   277 tokens (    1.79 ms per token,   557.58 tokens per second)
1.53.796.292 I slot print_timing: id  0 | task 1559 |        eval time =    3942.78 ms /   258 tokens (   15.34 ms per token,    65.18 tokens per second)
1.53.796.293 I slot print_timing: id  0 | task 1559 |       total time =    4439.58 ms /   535 tokens
1.53.796.293 I slot print_timing: id  0 | task 1559 |    graphs reused =       1495
1.53.796.296 I slot print_timing: id  0 | task 1559 | draft acceptance = 0.98974 (  193 accepted /   195 generated), mean len =  3.97
1.53.796.338 I slot      release: id  0 | task 1559 | stop processing: n_tokens = 535, truncated = 0
1.53.799.069 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.299 (> 0.100 thold), f_keep = 0.065
1.53.799.146 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 372.607 MiB)
1.53.990.977 I slot launch_slot_: id  0 | task 1627 | processing task, is_child = 0
1.56.399.114 I slot print_timing: id  0 | task 1627 | prompt eval time =     290.14 ms /   117 tokens (    2.48 ms per token,   403.25 tokens per second)
1.56.399.120 I slot print_timing: id  0 | task 1627 |        eval time =    2117.96 ms /   138 tokens (   15.46 ms per token,    64.68 tokens per second)
1.56.399.121 I slot print_timing: id  0 | task 1627 |       total time =    2408.10 ms /   255 tokens
1.56.399.121 I slot print_timing: id  0 | task 1627 |    graphs reused =       1529
1.56.399.125 I slot print_timing: id  0 | task 1627 | draft acceptance = 0.98095 (  103 accepted /   105 generated), mean len =  3.94
1.56.399.158 I slot      release: id  0 | task 1627 | stop processing: n_tokens = 255, truncated = 0
1.56.401.714 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.129
1.56.401.770 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 375.937 MiB)
1.56.581.990 I slot launch_slot_: id  0 | task 1665 | processing task, is_child = 0
1.59.230.597 I slot print_timing: id  0 | task 1665 | prompt eval time =     279.31 ms /   112 tokens (    2.49 ms per token,   400.98 tokens per second)
1.59.230.604 I slot print_timing: id  0 | task 1665 |        eval time =    2369.26 ms /   154 tokens (   15.49 ms per token,    64.58 tokens per second)
1.59.230.605 I slot print_timing: id  0 | task 1665 |       total time =    2648.57 ms /   266 tokens
1.59.230.605 I slot print_timing: id  0 | task 1665 |    graphs reused =       1566
1.59.230.609 I slot print_timing: id  0 | task 1665 | draft acceptance = 0.97436 (  114 accepted /   117 generated), mean len =  3.92
1.59.230.641 I slot      release: id  0 | task 1665 | stop processing: n_tokens = 265, truncated = 0
1.59.233.800 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.118 (> 0.100 thold), f_keep = 0.125
1.59.233.869 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 331.499 MiB)
1.59.413.608 I slot launch_slot_: id  0 | task 1707 | processing task, is_child = 0
2.02.937.451 I slot print_timing: id  0 | task 1707 | n_gen =    201, tg =  66.03 t/s, tg_3s =  66.36 t/s
2.04.943.177 I slot print_timing: id  0 | task 1707 | prompt eval time =     494.90 ms /   279 tokens (    1.77 ms per token,   563.75 tokens per second)
2.04.943.184 I slot print_timing: id  0 | task 1707 |        eval time =    5034.63 ms /   328 tokens (   15.40 ms per token,    64.95 tokens per second)
2.04.943.184 I slot print_timing: id  0 | task 1707 |       total time =    5529.53 ms /   607 tokens
2.04.943.184 I slot print_timing: id  0 | task 1707 |    graphs reused =       1647
2.04.943.187 I slot print_timing: id  0 | task 1707 | draft acceptance = 0.98394 (  245 accepted /   249 generated), mean len =  3.95
2.04.943.226 I slot      release: id  0 | task 1707 | stop processing: n_tokens = 607, truncated = 0
2.04.946.164 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.192 (> 0.100 thold), f_keep = 0.058
2.04.946.265 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 324.037 MiB)
2.05.141.862 I slot launch_slot_: id  0 | task 1793 | processing task, is_child = 0
2.08.581.048 I slot print_timing: id  0 | task 1793 | n_gen =    193, tg =  62.72 t/s, tg_3s =  63.04 t/s
2.09.669.320 I slot print_timing: id  0 | task 1793 | prompt eval time =     377.79 ms /   182 tokens (    2.08 ms per token,   481.75 tokens per second)
2.09.669.327 I slot print_timing: id  0 | task 1793 |        eval time =    4149.63 ms /   264 tokens (   15.78 ms per token,    63.38 tokens per second)
2.09.669.328 I slot print_timing: id  0 | task 1793 |       total time =    4527.42 ms /   446 tokens
2.09.669.328 I slot print_timing: id  0 | task 1793 |    graphs reused =       1713
2.09.669.331 I slot print_timing: id  0 | task 1793 | draft acceptance = 0.95588 (  195 accepted /   204 generated), mean len =  3.87
2.09.669.368 I slot      release: id  0 | task 1793 | stop processing: n_tokens = 445, truncated = 0
2.09.672.138 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.266 (> 0.100 thold), f_keep = 0.074
2.09.672.223 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 326.765 MiB)
2.09.861.360 I slot launch_slot_: id  0 | task 1864 | processing task, is_child = 0
2.12.769.909 I slot print_timing: id  0 | task 1864 | prompt eval time =     294.98 ms /   124 tokens (    2.38 ms per token,   420.37 tokens per second)
2.12.769.916 I slot print_timing: id  0 | task 1864 |        eval time =    2613.53 ms /   170 tokens (   15.46 ms per token,    64.66 tokens per second)
2.12.769.916 I slot print_timing: id  0 | task 1864 |       total time =    2908.51 ms /   294 tokens
2.12.769.917 I slot print_timing: id  0 | task 1864 |    graphs reused =       1754
2.12.769.920 I slot print_timing: id  0 | task 1864 | draft acceptance = 0.98450 (  127 accepted /   129 generated), mean len =  3.95
2.12.769.953 I slot      release: id  0 | task 1864 | stop processing: n_tokens = 294, truncated = 0
2.12.774.601 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.208 (> 0.100 thold), f_keep = 0.112
2.12.774.674 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 336.323 MiB)
2.12.958.920 I slot launch_slot_: id  0 | task 1910 | processing task, is_child = 0
2.16.338.803 I slot print_timing: id  0 | task 1910 | n_gen =    197, tg =  64.67 t/s, tg_3s =  65.00 t/s
2.16.946.404 I slot print_timing: id  0 | task 1910 | prompt eval time =     349.20 ms /   159 tokens (    2.20 ms per token,   455.33 tokens per second)
2.16.946.411 I slot print_timing: id  0 | task 1910 |        eval time =    3638.25 ms /   234 tokens (   15.61 ms per token,    64.04 tokens per second)
2.16.946.411 I slot print_timing: id  0 | task 1910 |       total time =    3987.45 ms /   393 tokens
2.16.946.412 I slot print_timing: id  0 | task 1910 |    graphs reused =       1812
2.16.946.414 I slot print_timing: id  0 | task 1910 | draft acceptance = 0.96667 (  174 accepted /   180 generated), mean len =  3.90
2.16.946.451 I slot      release: id  0 | task 1910 | stop processing: n_tokens = 393, truncated = 0
2.16.949.350 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.232 (> 0.100 thold), f_keep = 0.084
2.16.949.430 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 332.617 MiB)
2.17.136.559 I slot launch_slot_: id  0 | task 1973 | processing task, is_child = 0
2.19.910.156 I slot print_timing: id  0 | task 1973 | prompt eval time =     341.45 ms /   142 tokens (    2.40 ms per token,   415.88 tokens per second)
2.19.910.163 I slot print_timing: id  0 | task 1973 |        eval time =    2432.11 ms /   157 tokens (   15.59 ms per token,    64.14 tokens per second)
2.19.910.164 I slot print_timing: id  0 | task 1973 |       total time =    2773.56 ms /   299 tokens
2.19.910.164 I slot print_timing: id  0 | task 1973 |    graphs reused =       1850
2.19.910.167 I slot print_timing: id  0 | task 1973 | draft acceptance = 0.97500 (  117 accepted /   120 generated), mean len =  3.92
2.19.910.201 I slot      release: id  0 | task 1973 | stop processing: n_tokens = 299, truncated = 0
2.19.913.041 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.223 (> 0.100 thold), f_keep = 0.110
2.19.913.100 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.336 MiB)
2.20.093.493 I slot launch_slot_: id  0 | task 2016 | processing task, is_child = 0
2.22.448.206 I slot print_timing: id  0 | task 2016 | prompt eval time =     342.49 ms /   148 tokens (    2.31 ms per token,   432.13 tokens per second)
2.22.448.214 I slot print_timing: id  0 | task 2016 |        eval time =    2012.19 ms /   128 tokens (   15.84 ms per token,    63.12 tokens per second)
2.22.448.214 I slot print_timing: id  0 | task 2016 |       total time =    2354.68 ms /   276 tokens
2.22.448.215 I slot print_timing: id  0 | task 2016 |    graphs reused =       1881
2.22.448.218 I slot print_timing: id  0 | task 2016 | draft acceptance = 0.95960 (   95 accepted /    99 generated), mean len =  3.88
2.22.448.253 I slot      release: id  0 | task 2016 | stop processing: n_tokens = 276, truncated = 0
2.22.450.958 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.226 (> 0.100 thold), f_keep = 0.138
2.22.451.028 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 313.083 MiB)
2.22.632.011 I slot launch_slot_: id  0 | task 2052 | processing task, is_child = 0
2.25.975.041 I slot print_timing: id  0 | task 2052 | prompt eval time =     369.51 ms /   168 tokens (    2.20 ms per token,   454.65 tokens per second)
2.25.975.048 I slot print_timing: id  0 | task 2052 |        eval time =    2973.48 ms /   194 tokens (   15.41 ms per token,    64.91 tokens per second)
2.25.975.049 I slot print_timing: id  0 | task 2052 |       total time =    3343.00 ms /   362 tokens
2.25.975.050 I slot print_timing: id  0 | task 2052 |    graphs reused =       1928
2.25.975.052 I slot print_timing: id  0 | task 2052 | draft acceptance = 0.98639 (  145 accepted /   147 generated), mean len =  3.96
2.25.975.087 I slot      release: id  0 | task 2052 | stop processing: n_tokens = 362, truncated = 0
2.25.978.051 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.188 (> 0.100 thold), f_keep = 0.091
2.25.978.129 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 327.910 MiB)
2.26.163.691 I slot launch_slot_: id  0 | task 2104 | processing task, is_child = 0
2.29.578.599 I slot print_timing: id  0 | task 2104 | n_gen =    198, tg =  64.75 t/s, tg_3s =  65.08 t/s
2.29.883.553 I slot print_timing: id  0 | task 2104 | prompt eval time =     372.49 ms /   176 tokens (    2.12 ms per token,   472.50 tokens per second)
2.29.883.559 I slot print_timing: id  0 | task 2104 |        eval time =    3347.34 ms /   214 tokens (   15.72 ms per token,    63.63 tokens per second)
2.29.883.559 I slot print_timing: id  0 | task 2104 |       total time =    3719.83 ms /   390 tokens
2.29.883.560 I slot print_timing: id  0 | task 2104 |    graphs reused =       1981
2.29.883.563 I slot print_timing: id  0 | task 2104 | draft acceptance = 0.96364 (  159 accepted /   165 generated), mean len =  3.89
2.29.883.599 I slot      release: id  0 | task 2104 | stop processing: n_tokens = 390, truncated = 0
2.29.886.353 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.241 (> 0.100 thold), f_keep = 0.085
2.29.886.435 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 335.866 MiB)
2.30.075.356 I slot launch_slot_: id  0 | task 2162 | processing task, is_child = 0
2.32.107.935 I slot print_timing: id  0 | task 2162 | prompt eval time =     337.92 ms /   137 tokens (    2.47 ms per token,   405.43 tokens per second)
2.32.107.943 I slot print_timing: id  0 | task 2162 |        eval time =    1694.63 ms /   112 tokens (   15.27 ms per token,    65.50 tokens per second)
2.32.107.943 I slot print_timing: id  0 | task 2162 |       total time =    2032.55 ms /   249 tokens
2.32.107.944 I slot print_timing: id  0 | task 2162 |    graphs reused =       2008
2.32.107.946 I slot print_timing: id  0 | task 2162 | draft acceptance = 1.00000 (   84 accepted /    84 generated), mean len =  4.00
2.32.107.980 I slot      release: id  0 | task 2162 | stop processing: n_tokens = 249, truncated = 0
2.32.111.024 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.180 (> 0.100 thold), f_keep = 0.153
2.32.111.081 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 335.291 MiB)
2.32.290.379 I slot launch_slot_: id  0 | task 2193 | processing task, is_child = 0
2.35.735.284 I slot print_timing: id  0 | task 2193 | n_gen =    200, tg =  65.55 t/s, tg_3s =  65.87 t/s
2.36.889.857 I slot print_timing: id  0 | task 2193 | prompt eval time =     408.83 ms /   211 tokens (    1.94 ms per token,   516.11 tokens per second)
2.36.889.863 I slot print_timing: id  0 | task 2193 |        eval time =    4190.62 ms /   273 tokens (   15.41 ms per token,    64.91 tokens per second)
2.36.889.864 I slot print_timing: id  0 | task 2193 |       total time =    4599.45 ms /   484 tokens
2.36.889.864 I slot print_timing: id  0 | task 2193 |    graphs reused =       2075
2.36.889.868 I slot print_timing: id  0 | task 2193 | draft acceptance = 0.98551 (  204 accepted /   207 generated), mean len =  3.96
2.36.889.903 I slot      release: id  0 | task 2193 | stop processing: n_tokens = 484, truncated = 0
2.36.892.764 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.241 (> 0.100 thold), f_keep = 0.068
2.36.892.848 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 330.827 MiB)
2.37.080.971 I slot launch_slot_: id  0 | task 2265 | processing task, is_child = 0
2.39.855.033 I slot print_timing: id  0 | task 2265 | prompt eval time =     338.50 ms /   137 tokens (    2.47 ms per token,   404.73 tokens per second)
2.39.855.039 I slot print_timing: id  0 | task 2265 |        eval time =    2435.53 ms /   156 tokens (   15.71 ms per token,    63.64 tokens per second)
2.39.855.040 I slot print_timing: id  0 | task 2265 |       total time =    2774.03 ms /   293 tokens
2.39.855.041 I slot print_timing: id  0 | task 2265 |    graphs reused =       2113
2.39.855.044 I slot print_timing: id  0 | task 2265 | draft acceptance = 0.95833 (  115 accepted /   120 generated), mean len =  3.88
2.39.855.078 I slot      release: id  0 | task 2265 | stop processing: n_tokens = 292, truncated = 0
2.39.858.071 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.243 (> 0.100 thold), f_keep = 0.113
2.39.858.142 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 324.975 MiB)
2.40.040.469 I slot launch_slot_: id  0 | task 2308 | processing task, is_child = 0
2.42.188.130 I slot print_timing: id  0 | task 2308 | prompt eval time =     335.58 ms /   136 tokens (    2.47 ms per token,   405.27 tokens per second)
2.42.188.136 I slot print_timing: id  0 | task 2308 |        eval time =    1812.05 ms /   119 tokens (   15.36 ms per token,    65.12 tokens per second)
2.42.188.137 I slot print_timing: id  0 | task 2308 |       total time =    2147.62 ms /   255 tokens
2.42.188.138 I slot print_timing: id  0 | task 2308 |    graphs reused =       2142
2.42.188.141 I slot print_timing: id  0 | task 2308 | draft acceptance = 0.97778 (   88 accepted /    90 generated), mean len =  3.93
2.42.188.174 I slot      release: id  0 | task 2308 | stop processing: n_tokens = 254, truncated = 0
2.42.192.058 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2862791393
2.42.192.125 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 320.065 MiB)
2.42.371.726 I slot launch_slot_: id  0 | task 2341 | processing task, is_child = 0
2.46.407.521 I slot print_timing: id  0 | task 2341 | n_gen =    201, tg =  65.79 t/s, tg_3s =  66.11 t/s
2.48.948.077 I slot print_timing: id  0 | task 2341 | prompt eval time =     995.61 ms /   379 tokens (    2.63 ms per token,   380.67 tokens per second)
2.48.948.084 I slot print_timing: id  0 | task 2341 |        eval time =    5580.71 ms /   364 tokens (   15.37 ms per token,    65.05 tokens per second)
2.48.948.084 I slot print_timing: id  0 | task 2341 |       total time =    6576.32 ms /   743 tokens
2.48.948.085 I slot print_timing: id  0 | task 2341 |    graphs reused =       2232
2.48.948.088 I slot print_timing: id  0 | task 2341 | draft acceptance = 0.98551 (  272 accepted /   276 generated), mean len =  3.96
2.48.948.131 I slot      release: id  0 | task 2341 | stop processing: n_tokens = 743, truncated = 0
2.48.950.912 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.269 (> 0.100 thold), f_keep = 0.047
2.48.951.005 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 323.047 MiB)
2.49.149.981 I slot launch_slot_: id  0 | task 2436 | processing task, is_child = 0
2.51.264.065 I slot print_timing: id  0 | task 2436 | prompt eval time =     298.99 ms /   130 tokens (    2.30 ms per token,   434.80 tokens per second)
2.51.264.071 I slot print_timing: id  0 | task 2436 |        eval time =    1815.06 ms /   119 tokens (   15.38 ms per token,    65.01 tokens per second)
2.51.264.072 I slot print_timing: id  0 | task 2436 |       total time =    2114.05 ms /   249 tokens
2.51.264.072 I slot print_timing: id  0 | task 2436 |    graphs reused =       2261
2.51.264.075 I slot print_timing: id  0 | task 2436 | draft acceptance = 0.97778 (   88 accepted /    90 generated), mean len =  3.93
2.51.264.108 I slot      release: id  0 | task 2436 | stop processing: n_tokens = 248, truncated = 0
